1         2         3         4         
70        126       125       68        
83        71        126       70        
80        68        124       126       
68        125       123       126       
69        71        126       81        
81        69        80        126       
71        84        126       81        
68        123       124       126       
70        80        126       68        
69        71        70        126       
127       76        72        79        
72        124       127       80        
79        127       82        85        
72        79        80        127       
76        127       82        79        
124       74        72        128       
124       128       123       74        
124       128       72        127       
74        72        128       77        
77        72        128       76        
127       72        76        128       
77        76        128       129       
127       76        129       128       
76        127       129       82        
84        85        130       79        
124       127       130       128       
127       79        80        130       
80        124       130       126       
124       127       80        130       
127       79        130       85        
81        84        130       79        
81        80        79        130       
84        126       81        130       
80        81        126       130       
82        85        131       86        
82        132       86        131       
82        132       131       129       
127       131       129       82        
131       127       130       85        
131       127       85        82        
83        118       125       133       
126       83        133       84        
126       83        125       133       
130       84        134       85        
126       133       134       84        
84        126       130       134       
130       85        134       135       
131       85        130       135       
132       131       135       86        
85        131       86        135       
131       135       136       132       
132       131       137       136       
132       131       129       137       
86        132       138       135       
132       136       137       138       
135       136       132       138       
139       140       141       142       
139       140       142       143       
141       144       145       140       
142       145       140       141       
146       143       142       140       
142       145       146       140       
147       148       149       150       
144       141       151       152       
145       142       151       141       
144       141       145       151       
151       153       144       152       
152       148       153       144       
151       153       145       144       
153       151       154       152       
154       150       148       147       
148       152       154       147       
148       152       153       154       
154       150       153       148       
95        155       156       157       
94        156       158       157       
95        157       156       94        
95        157       94        93        
93        157       100       95        
91        88        159       87        
92        88        94        159       
91        92        159       88        
91        90        87        159       
87        110       159       90        
93        88        159       94        
110       159       93        87        
93        157       94        159       
159       93        87        88        
160       92        94        159       
91        160       159       92        
94        158       160       157       
92        94        158       160       
160       157       159       94        
114       90        161       113       
159       161       90        110       
159       91        161       160       
113       90        161       110       
91        159       161       90        
111       93        110       162       
93        162       157       159       
159       93        162       110       
93        100       157       162       
100       93        111       162       
155       163       164       165       
155       101       165       95        
157       165       100       95        
165       95        157       155       
155       101       163       165       
101       163       165       166       
165       101       100       95        
101       166       167       99        
98        167       99        100       
101       166       165       167       
101       167       100       99        
165       100       101       167       
111       100       162       168       
111       98        168       97        
97        111       116       168       
111       98        100       168       
98        167       100       168       
100       169       167       165       
169       100       167       168       
100       169       162       168       
167       165       169       170       
163       166       171       170       
167       170       166       165       
163       166       170       165       
171       172       173       174       
162       100       157       175       
165       169       175       100       
165       157       100       175       
169       100       162       175       
164       176       156       177       
164       155       177       156       
164       176       177       178       
156       155       177       157       
165       175       177       157       
155       164       177       165       
165       157       177       155       
176       156       177       179       
179       158       156       180       
160       180       157       158       
156       158       157       180       
177       157       175       180       
156       177       180       157       
156       179       180       177       
181       182       176       179       
176       181       179       177       
181       179       177       180       
147       149       183       150       
150       154       183       147       
149       184       147       183       
107       105       184       185       
108       104       105       185       
107       105       185       108       
108       104       185       186       
108       104       186       109       
106       109       186       104       
106       109       187       186       
184       149       107       188       
185       188       184       107       
188       185       184       183       
185       188       107       108       
184       149       188       183       
183       188       150       149       
186       189       108       109       
186       189       109       187       
185       188       108       189       
186       189       185       108       
190       187       109       189       
168       111       116       191       
111       162       191       168       
159       110       191       161       
115       116       110       191       
162       169       191       168       
110       111       162       191       
110       113       191       161       
110       113       115       191       
110       159       191       162       
110       111       191       116       
116       168       191       192       
113       112       115       193       
191       193       116       192       
112       119       193       122       
193       113       191       115       
115       116       191       193       
112       119       117       193       
115       112       117       193       
113       112       193       122       
119       194       118       117       
119       125       118       194       
194       119       193       117       
194       119       122       193       
193       122       195       113       
114       122       113       195       
193       191       113       195       
114       113       161       195       
161       195       113       191       
193       194       117       196       
196       192       116       193       
115       116       196       117       
115       117       196       193       
115       116       193       196       
197       196       117       194       
118       133       197       125       
118       194       125       197       
118       197       117       194       
121       123       125       198       
122       120       119       198       
194       119       198       122       
119       125       194       198       
120       121       119       198       
125       119       121       198       
122       194       193       199       
122       195       199       193       
122       199       198       194       
194       200       125       197       
125       200       133       197       
194       198       200       199       
125       198       200       194       
124       123       201       126       
124       123       128       201       
130       124       201       126       
198       125       200       201       
198       125       201       123       
124       128       130       201       
125       126       201       123       
200       133       202       125       
200       202       201       125       
130       202       126       201       
134       130       202       126       
133       134       202       126       
126       133       125       202       
125       126       202       201       
128       130       201       203       
131       127       203       130       
131       129       137       203       
127       128       203       130       
201       202       203       130       
136       203       131       137       
131       127       129       203       
128       127       203       129       
204       203       202       130       
136       135       131       204       
204       203       131       136       
131       130       203       204       
134       204       202       130       
204       134       135       130       
131       130       204       135       
134       202       205       133       
200       197       205       133       
200       202       133       205       
150       154       206       183       
204       134       207       135       
204       136       135       207       
202       134       205       207       
134       204       207       202       
136       204       203       208       
136       203       137       208       
204       136       207       208       
136       135       209       138       
136       209       207       208       
136       135       207       209       
208       136       209       210       
136       137       210       208       
137       136       210       138       
136       209       210       138       
211       209       138       210       
183       150       188       212       
206       212       150       183       
145       142       213       151       
143       146       213       214       
143       146       142       213       
142       145       213       146       
215       214       213       146       
151       153       216       145       
216       213       151       145       
213       216       215       146       
213       216       146       145       
154       150       217       153       
206       212       217       150       
150       154       217       206       
218       217       153       154       
153       151       218       154       
216       213       218       151       
218       217       216       153       
151       153       218       216       
217       218       206       154       
172       171       219       163       
172       163       219       164       
219       163       170       165       
177       164       219       165       
172       178       164       219       
173       172       171       219       
164       177       219       178       
219       171       170       163       
173       219       171       170       
163       164       165       219       
165       175       219       177       
173       219       220       172       
221       174       222       220       
221       174       220       172       
173       174       172       220       
221       172       220       178       
172       219       220       178       
223       221       224       178       
221       225       224       222       
223       221       225       224       
221       220       222       224       
221       220       224       178       
160       180       226       157       
160       159       157       226       
161       159       226       191       
162       159       191       226       
180       157       175       226       
162       159       226       157       
160       159       226       161       
157       162       175       226       
227       226       180       175       
175       227       226       162       
161       228       191       226       
195       228       191       161       
229       228       226       191       
169       175       162       229       
229       162       191       226       
169       229       191       168       
227       226       229       228       
191       168       229       192       
227       229       226       162       
162       169       229       191       
175       227       162       229       
219       170       230       165       
175       169       230       229       
175       227       229       230       
175       230       165       219       
175       169       165       230       
230       170       169       165       
169       231       230       229       
169       167       231       168       
231       230       170       169       
167       231       170       169       
232       192       229       168       
169       231       232       168       
169       229       168       232       
169       231       229       232       
230       231       170       233       
173       219       170       233       
230       219       233       170       
173       219       233       220       
220       173       174       234       
234       220       173       233       
220       234       174       222       
220       234       222       224       
175       230       235       227       
230       219       175       235       
220       224       178       235       
219       220       178       235       
236       223       237       178       
223       238       236       237       
237       224       235       178       
236       238       239       237       
223       237       178       224       
176       236       240       178       
235       240       178       219       
176       182       240       236       
181       176       182       240       
177       240       219       178       
176       240       177       178       
240       176       177       181       
235       240       219       175       
177       240       175       219       
236       178       237       240       
235       240       237       178       
182       241       240       236       
182       239       241       236       
181       241       240       182       
240       241       237       236       
236       239       241       237       
227       242       175       180       
177       240       242       175       
181       180       177       242       
177       180       175       242       
240       181       177       242       
226       227       180       242       
227       175       242       235       
240       181       242       241       
240       235       242       175       
243       239       238       244       
238       239       237       244       
244       241       239       237       
183       188       245       212       
188       185       183       245       
188       185       245       189       
189       186       185       245       
212       206       245       183       
189       186       246       187       
190       187       189       246       
189       186       245       246       
190       187       246       247       
245       248       188       189       
245       248       212       188       
248       245       246       189       
249       246       247       190       
246       249       248       189       
246       249       189       190       
250       247       190       249       
191       228       251       229       
195       193       251       199       
191       251       193       192       
192       232       229       251       
191       228       195       251       
191       251       192       229       
191       193       251       195       
196       192       193       251       
192       252       232       251       
253       192       251       252       
192       253       251       196       
193       194       196       254       
193       196       251       254       
253       251       196       254       
200       197       254       205       
194       197       196       254       
194       254       199       200       
194       197       254       200       
193       254       251       199       
194       193       199       254       
228       195       251       255       
195       255       199       251       
255       254       199       251       
197       256       254       205       
253       256       254       196       
196       254       197       256       
200       257       205       254       
199       254       255       257       
198       199       257       200       
200       198       201       257       
254       256       257       205       
254       257       199       200       
200       201       258       257       
202       201       258       200       
201       202       258       203       
204       202       203       258       
200       257       258       205       
204       203       208       258       
204       258       208       207       
202       200       258       205       
202       207       205       258       
202       204       207       258       
205       207       259       258       
205       258       259       257       
205       260       257       259       
256       260       257       205       
258       208       207       261       
258       207       259       261       
245       248       262       212       
217       218       262       206       
212       206       262       245       
206       212       262       217       
216       213       263       218       
209       207       208       264       
261       264       208       207       
264       207       261       259       
208       209       264       265       
208       210       209       265       
261       208       264       265       
266       267       268       211       
211       209       210       268       
211       210       267       268       
265       268       267       210       
268       265       209       210       
268       265       264       209       
265       268       269       267       
266       267       270       268       
266       267       271       270       
269       270       271       267       
270       269       268       267       
272       271       270       266       
215       214       273       213       
214       215       273       274       
275       274       273       215       
276       262       248       212       
262       276       217       212       
277       273       213       215       
213       216       277       215       
277       273       263       213       
277       273       215       275       
216       213       277       263       
218       217       278       216       
263       278       216       218       
263       278       277       216       
278       263       262       218       
262       276       278       217       
217       218       278       262       
223       225       279       224       
225       280       279       224       
225       279       280       281       
225       281       280       282       
238       223       283       237       
238       279       283       223       
238       283       244       237       
223       279       283       224       
237       224       223       283       
238       243       244       283       
280       283       279       224       
279       284       238       283       
279       284       283       285       
284       238       283       243       
234       286       222       224       
222       225       286       282       
280       225       286       224       
225       222       286       224       
225       280       286       282       
282       287       288       281       
282       281       280       287       
286       287       282       280       
255       228       289       251       
220       290       219       233       
235       219       290       230       
230       233       219       290       
220       234       224       290       
224       280       290       286       
220       224       235       290       
234       224       290       286       
234       290       220       233       
220       235       219       290       
237       283       244       291       
237       224       291       235       
280       291       283       224       
237       224       283       291       
224       291       290       280       
290       224       235       291       
227       230       292       229       
292       230       227       235       
290       235       292       291       
233       230       292       290       
292       242       235       227       
235       290       292       230       
229       228       251       293       
229       293       251       232       
228       289       251       293       
252       232       251       293       
229       227       228       293       
293       251       252       289       
227       229       292       293       
227       226       228       294       
227       226       294       242       
294       293       289       228       
294       227       293       228       
227       242       294       292       
227       294       293       292       
231       230       229       295       
233       231       295       230       
232       293       295       229       
233       230       295       292       
232       295       231       229       
293       229       292       295       
230       292       229       295       
232       252       296       293       
293       296       289       252       
232       295       293       296       
297       233       295       292       
290       233       297       292       
234       298       286       290       
290       234       298       233       
298       290       233       297       
241       240       237       299       
292       242       299       235       
237       291       299       235       
235       291       299       292       
235       240       299       237       
244       241       237       299       
237       244       299       291       
241       240       299       242       
240       235       299       242       
300       299       292       242       
300       242       292       294       
291       301       290       280       
298       301       286       290       
301       280       286       290       
286       280       301       287       
302       303       284       243       
284       302       243       283       
302       243       283       244       
244       299       291       304       
302       244       283       304       
283       244       291       304       
276       262       305       248       
248       245       305       246       
249       246       248       305       
248       245       262       305       
276       262       306       305       
250       247       249       307       
249       246       305       307       
249       246       307       247       
250       247       307       308       
305       309       276       248       
309       305       307       249       
305       309       248       249       
309       305       276       306       
307       310       249       250       
311       308       250       310       
307       310       309       249       
307       310       250       308       
306       312       276       309       
252       296       289       313       
253       251       254       313       
252       251       313       289       
251       255       313       289       
253       252       251       313       
253       256       313       254       
251       254       313       255       
256       313       314       260       
255       254       314       257       
256       260       314       257       
289       314       255       313       
254       257       256       314       
256       254       314       313       
255       254       313       314       
289       315       313       296       
289       315       314       313       
257       314       316       260       
260       259       316       257       
257       258       259       316       
258       259       316       261       
259       317       316       261       
264       259       261       317       
260       313       314       318       
260       318       316       259       
260       318       314       316       
259       317       318       316       
261       264       319       265       
317       316       261       319       
264       261       319       317       
278       263       320       262       
263       278       320       277       
277       273       320       263       
276       262       278       320       
276       262       320       306       
306       312       320       276       
275       274       321       273       
274       275       321       322       
322       323       275       321       
319       324       265       264       
268       265       324       264       
265       268       324       269       
270       269       324       268       
319       324       269       265       
319       317       324       264       
324       319       269       325       
271       272       325       326       
269       270       324       325       
271       272       270       325       
269       270       325       271       
322       323       327       328       
322       323       321       327       
328       326       323       327       
325       329       272       270       
325       329       270       324       
328       326       329       272       
325       329       326       272       
328       326       327       329       
330       321       320       273       
321       330       275       273       
321       330       327       323       
273       277       320       330       
273       277       330       275       
321       330       323       275       
331       327       323       326       
327       331       323       330       
329       325       326       331       
331       327       326       329       
332       320       277       330       
332       320       278       277       
332       320       276       278       
332       320       312       276       
285       279       333       283       
281       287       288       333       
334       281       288       333       
281       333       280       287       
285       281       334       333       
285       334       335       333       
281       279       280       333       
285       281       333       279       
283       280       279       333       
283       280       336       291       
336       283       291       304       
301       280       291       336       
280       301       287       336       
283       336       302       304       
336       280       283       333       
333       280       287       336       
337       285       338       284       
337       284       338       303       
284       283       338       302       
303       284       338       302       
336       338       333       283       
285       333       335       338       
337       285       335       338       
283       338       302       336       
284       285       338       283       
333       338       285       283       
337       335       339       338       
340       337       339       341       
340       335       339       337       
340       335       342       339       
303       341       343       337       
338       337       343       339       
337       338       343       303       
337       341       343       339       
343       302       303       338       
344       341       340       345       
340       339       345       341       
345       343       341       339       
346       334       347       348       
348       333       338       335       
334       348       335       333       
346       335       348       342       
335       346       348       334       
339       348       338       335       
335       348       342       339       
334       333       349       348       
288       334       349       347       
334       347       348       349       
334       288       349       333       
287       288       333       349       
333       287       350       336       
287       349       333       350       
286       350       287       301       
301       298       286       350       
301       350       287       336       
342       346       351       348       
351       352       342       353       
353       342       351       354       
352       342       346       351       
342       355       348       351       
340       355       339       342       
339       355       348       342       
339       355       340       345       
340       344       345       355       
354       340       355       344       
342       354       340       355       
342       355       351       354       
344       356       354       357       
354       356       344       355       
356       345       344       355       
352       358       359       346       
351       352       359       346       
359       351       348       355       
359       346       348       351       
360       348       359       346       
346       347       360       348       
358       360       359       346       
347       358       346       360       
360       349       348       347       
361       360       359       358       
361       352       358       359       
361       358       352       362       
351       359       352       361       
352       361       362       351       
315       289       363       296       
293       289       296       363       
294       293       363       289       
364       296       313       315       
364       296       315       363       
291       301       365       290       
365       291       292       299       
301       291       365       336       
291       336       304       365       
299       292       365       300       
291       365       304       299       
301       298       365       290       
290       291       292       365       
298       290       297       365       
292       290       365       297       
300       292       366       294       
292       365       366       297       
366       295       293       292       
293       295       366       296       
292       365       300       366       
300       294       366       363       
293       366       294       363       
293       366       292       294       
293       366       363       296       
297       295       366       292       
367       295       296       366       
297       295       367       366       
366       367       363       296       
296       367       363       364       
297       368       366       367       
297       298       365       368       
297       365       366       368       
301       298       368       365       
301       298       350       368       
299       304       369       365       
299       300       365       369       
369       300       365       366       
300       369       363       366       
365       370       304       369       
336       370       304       365       
301       336       370       350       
301       336       365       370       
301       350       370       368       
365       301       370       368       
343       338       371       302       
371       336       370       304       
338       343       371       339       
343       371       304       302       
338       371       302       336       
371       304       302       336       
372       357       373       354       
372       373       353       354       
372       357       354       356       
372       354       355       356       
351       353       374       352       
352       374       351       362       
351       375       355       359       
375       355       354       351       
353       351       375       354       
372       354       353       375       
372       373       375       353       
372       375       355       354       
372       375       356       355       
376       353       377       373       
353       375       377       373       
377       374       353       376       
351       353       375       377       
377       353       374       351       
373       357       372       378       
371       379       343       304       
366       363       367       380       
369       363       366       380       
371       379       304       381       
381       369       304       370       
371       304       370       381       
372       357       382       378       
372       356       382       357       
372       356       375       382       
383       384       385       386       
386       387       384       385       
312       306       320       388       
386       387       389       384       
386       387       390       389       
391       390       387       392       
390       391       393       392       
392       389       393       390       
392       389       390       387       
394       393       391       392       
332       320       395       312       
395       388       312       320       
309       305       396       307       
310       307       309       396       
312       306       396       309       
312       306       388       396       
309       305       306       396       
310       307       397       308       
311       308       310       397       
310       307       396       397       
311       308       397       398       
399       398       311       400       
397       400       310       311       
397       400       311       398       
397       400       396       310       
395       388       401       312       
401       396       309       312       
396       401       309       310       
401       396       312       388       
396       401       310       400       
401       396       388       402       
388       395       401       402       
313       403       314       318       
313       315       314       403       
364       403       315       313       
364       315       403       404       
315       363       404       364       
315       404       405       403       
314       318       405       316       
315       314       403       405       
405       403       318       314       
317       316       319       406       
316       318       406       317       
318       316       406       405       
407       317       319       406       
407       406       318       317       
319       317       407       324       
408       403       318       405       
406       408       407       318       
408       318       406       405       
324       319       325       409       
319       324       407       409       
407       406       319       409       
320       332       410       330       
330       321       327       410       
332       320       410       395       
331       327       410       330       
395       388       320       410       
330       321       410       320       
325       329       324       411       
411       409       324       325       
331       327       329       411       
411       409       325       331       
331       327       411       410       
411       409       407       324       
329       325       331       411       
412       410       331       411       
412       410       332       330       
412       410       330       331       
411       409       331       412       
412       410       395       332       
413       339       348       338       
371       336       413       370       
336       333       413       350       
336       413       370       350       
348       333       349       413       
413       333       338       348       
333       349       413       350       
413       338       371       339       
338       333       413       336       
371       338       413       336       
414       355       359       348       
414       355       375       359       
339       348       414       413       
339       355       414       348       
355       414       415       339       
379       371       343       415       
339       355       345       415       
415       339       414       413       
415       339       371       343       
413       415       339       371       
345       379       343       415       
345       339       415       343       
415       379       416       345       
356       345       355       416       
415       345       416       355       
348       349       417       413       
348       413       417       414       
359       414       348       417       
413       350       417       370       
360       359       348       417       
349       417       413       350       
360       349       417       348       
350       417       370       418       
418       368       370       350       
359       419       375       414       
351       419       375       359       
351       377       375       419       
359       351       419       361       
377       351       374       419       
361       419       362       351       
374       351       362       419       
420       374       362       419       
362       374       420       421       
361       420       362       419       
377       419       374       420       
382       422       416       356       
414       355       415       422       
382       375       422       356       
375       355       422       356       
355       375       422       414       
422       355       416       356       
416       422       415       355       
359       419       414       423       
360       359       417       423       
359       419       423       361       
359       361       423       360       
419       420       423       361       
359       423       414       417       
367       364       424       363       
404       380       424       363       
364       424       404       403       
424       364       404       363       
367       363       424       380       
421       425       426       427       
428       425       429       430       
431       367       424       380       
418       370       368       432       
381       432       369       370       
366       432       380       367       
381       369       432       380       
418       368       431       432       
368       366       367       432       
365       368       432       366       
369       365       432       366       
369       380       366       432       
431       368       367       432       
370       365       432       369       
432       431       380       367       
370       365       368       432       
370       433       371       381       
433       432       381       370       
433       432       370       418       
433       370       417       418       
370       413       433       417       
379       371       433       381       
379       371       415       433       
370       371       433       413       
413       371       433       415       
373       372       434       378       
372       382       434       378       
435       373       434       378       
434       375       373       377       
376       435       373       434       
372       375       434       382       
372       373       434       375       
376       434       373       377       
426       376       374       436       
377       374       376       436       
377       376       434       436       
374       421       436       420       
427       420       436       421       
426       374       421       436       
426       436       421       427       
377       419       420       436       
377       374       436       420       
426       376       436       437       
376       434       436       437       
435       376       437       434       
428       429       425       438       
429       425       438       426       
425       426       427       438       
436       427       426       438       
428       427       438       425       
429       437       426       438       
426       436       438       437       
439       440       435       441       
439       440       437       435       
435       439       434       437       
422       375       382       442       
375       434       382       442       
419       414       423       442       
377       419       442       375       
375       419       442       414       
375       422       414       442       
436       434       377       442       
377       419       436       442       
434       377       442       375       
439       435       434       443       
378       441       443       435       
439       441       435       443       
435       378       434       443       
443       382       378       434       
444       441       445       440       
444       439       443       441       
439       444       440       441       
404       446       424       380       
431       380       424       446       
432       380       431       446       
379       415       447       433       
447       381       379       433       
379       415       416       447       
448       380       432       446       
448       381       432       380       
381       447       448       433       
432       381       448       433       
443       382       434       449       
422       382       449       442       
422       382       416       449       
434       382       442       449       
383       450       385       384       
383       450       451       385       
451       452       385       450       
392       389       387       453       
384       453       387       389       
384       453       385       387       
384       454       385       453       
450       454       452       385       
450       454       385       384       
455       384       453       454       
455       450       384       454       
453       456       389       384       
456       384       453       455       
455       450       454       457       
412       410       458       395       
395       388       410       458       
388       395       402       458       
400       397       459       398       
399       398       400       459       
399       398       459       460       
461       459       399       400       
460       462       459       399       
459       461       399       462       
459       461       462       463       
463       464       456       389       
394       393       392       464       
462       460       464       394       
460       462       464       459       
389       392       393       464       
456       453       389       464       
389       392       464       453       
394       393       464       462       
463       464       393       462       
463       464       389       393       
464       463       459       462       
458       465       412       395       
402       465       395       401       
465       458       402       395       
461       459       400       466       
400       397       466       459       
401       396       466       400       
400       397       396       466       
401       396       402       466       
465       458       467       402       
466       468       401       400       
468       466       461       400       
466       468       467       402       
402       465       401       468       
466       468       402       401       
467       402       468       465       
468       466       469       461       
461       459       466       469       
403       408       470       405       
404       424       471       403       
470       424       403       471       
404       405       403       471       
470       403       405       471       
404       446       471       424       
408       470       405       472       
408       405       406       472       
471       470       472       405       
458       465       473       412       
474       472       406       409       
474       408       406       472       
474       472       470       408       
406       408       474       407       
409       411       407       474       
407       406       409       474       
474       472       409       473       
412       410       411       475       
475       473       409       412       
409       411       475       412       
409       411       474       475       
412       410       475       458       
475       473       412       458       
475       473       474       409       
440       476       477       437       
439       440       444       477       
440       439       437       477       
440       444       477       445       
440       478       445       477       
477       476       440       478       
414       413       417       479       
415       414       479       413       
415       479       433       413       
479       433       447       415       
423       414       417       479       
414       479       423       442       
479       413       417       433       
422       414       442       479       
415       416       447       479       
416       415       422       479       
414       415       479       422       
480       416       479       447       
422       416       480       449       
416       422       480       479       
479       481       433       417       
423       417       481       479       
481       418       433       417       
433       418       482       432       
418       482       432       431       
418       482       481       433       
420       419       423       483       
427       420       483       436       
419       442       423       483       
420       419       483       436       
442       419       436       483       
427       436       483       438       
483       442       423       484       
484       479       442       423       
422       442       449       484       
422       484       479       442       
422       449       480       484       
484       422       479       480       
485       484       423       479       
485       423       481       479       
485       483       423       484       
424       470       486       471       
446       486       471       424       
431       486       446       424       
446       487       471       486       
476       478       477       488       
476       489       490       429       
476       429       490       437       
429       430       490       428       
438       429       490       428       
476       477       437       490       
476       489       488       490       
489       429       430       490       
476       477       490       488       
429       438       490       437       
489       491       488       490       
489       430       492       490       
428       492       430       490       
491       490       489       492       
428       438       492       490       
428       438       493       492       
438       428       493       427       
427       493       438       483       
430       494       489       492       
491       489       494       492       
489       495       488       491       
489       494       495       491       
496       446       486       487       
496       486       446       431       
482       486       496       431       
448       446       432       496       
432       496       446       431       
482       432       431       496       
447       479       480       497       
433       447       497       479       
433       432       497       448       
482       481       433       497       
433       432       482       497       
447       448       433       497       
497       448       432       496       
433       479       497       481       
497       482       496       432       
434       436       498       442       
438       493       498       483       
439       434       437       498       
438       436       483       498       
438       436       498       437       
442       434       449       498       
436       442       483       498       
434       443       449       498       
436       434       498       437       
439       434       498       443       
439       477       498       437       
